Album Name;Release Date;Track Number;Track Name;Track Instrumental;Track Lyrics
The Blue Room - EP;1999-10-11;4;High Speed;No;"Can anybody fly this thing?
Before my head explodes
Or my head starts to ring?

We've been living life inside a bubble
We've been living life inside a bubble

Confidence in you
Is confidence in me
Is confidence in-a high speed
Can anybody stop this thing?
Before my head explodes
Or my head starts to ring?

We've been living life inside a bubble
We've been living life inside a bubble

Confidence in you
Is confidence in me
Is confidence in-a high speed

In high speed
High speed

High speed you on
High speed you on
High speed you on
High speed you on"
The Blue Room - EP;1999-10-11;5;Such a Rush;No;"Such a rush to do nothing at all
Such a fuss to do nothing at all
Such a rush to do nothing at all

Such a rush to get nowhere at all
Such a fuss to do nothing at all
Such a rush

And it's just like you said
It's just like you said
Such a rush to do nothing at all
Such a fuss to get nowhere at all
Such a rush, such a rush

And it's just like you said
It's just like you said

So slow down please
Just slow down
So slow down please
Just slow down

Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush"
Brothers & Sisters - Single;1999-03-29;1;Brothers & Sisters;No;"Brothers and sisters unite
It's the time of your lives
It's the time of your lives
Breakdown, breakdown
Gotta spread love around
Gotta spread it around

Brothers and sisters feel fine
It's the time of your lives
It's the time of your lives
There's no sound, no sound
Like this feeling you found
Like this feeling you found
But just stay down
'Cause sometimes you'll feel
So stay down
Sometimes you feel

And it's me they're looking for
And it's me, I will never survive
But we'll be around so long

Brothers and sisters unite
It's the time of your lives
It's the time of your lives
Breakdown, breakdown
Got to spread love around
Got to spread it around
But just stay down

And sometimes you feel
So stay 'round
And sometimes you feel

And it's me they're looking for
And it's me, I will never survive
But we'll be around some long"
Brothers & Sisters - Single;1999-03-29;2;Easy to Please;No;"Love, I hope we get old
I hope we can find a way of seeing it all
Love, I hope we can be
I hope I can find a way of letting you see
That I'm so easy to please, so easy
Love, I hope we grow old
I hope we can find a way of seeing it all
Love, I hope we can be
I hope I can find a way of letting you see
That I'm so easy to please, so easy"
Brothers & Sisters - Single;1999-03-29;3;Only Superstition;No;"The cardboard head I see
Has found its way to me
It's old and it's old and it's old
Making me cry
I sleep but I will not move
I'm too scared to leave my room
But I won't be defeated
Oh no

What if cards don't go my way?
And it's sure to spoil my day
But in voices loud and clear you say to me, ""It's only superstition
It's only your imagination
It's only all of the things that you fear and the things from which you can't escape""
Keep clean for the thousandth time
Stand still and wait in line
Some numbers are better than others
Oh no

What if cards don't go my way?
And it's sure to spoil my day
But in voices loud and clear you say to me, ""It's only superstition
It's only your imagination
It's only all of the things that you fear and the things which you cannot explain""

And it's making me cry love
And it's making me cry
And I'm slipping away love
And I'm slipping away

It's only superstition, only your imagination
It's only superstition, only superstition"
Safety - EP;1998-05-25;1;Bigger Stronger;No;"I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less

I wanna be bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less
I think I want to change my altitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less

I think I need to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

Bigger and better
Bigger and better
Bigger and better
Bigger and better
Bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go"
Safety - EP;1998-05-25;2;No More Keeping My Feet on the Ground;No;"Sometimes I wake up, and I'm falling asleep
I think that maybe the curtains are closing on me
But I wake up
Yes I wake up smiling

Sometimes I feel, oh, the charge is surprising
Surprisingly good to be moving around
So I wake up
Yes I wake up smiling
So what? I feel fine
I'm OK, I've seen the lighter side of life
I'm alright, I feel good
So I'll go, and I'll try to stop moving

Sometimes I wake up, and I'm falling asleep
But I've got to get going, so much that I'm wanting to do
But I wake up smiling

And this could be my last chance
Of saving my innocence
And this could be my last chance
No more keeping my feet on the ground

Sometimes I feel, oh, the charge is surprising
Surprisingly good to be moving around
And I move
I wake up smiling

So what? I feel fine
I feel OK, I've seen the lighter side of life
I'm alright, I feel good
So I'll go, well it's time to stop moving"
Safety - EP;1998-05-25;3;Such a Rush;No;"Such a rush to do nothing at all
Such a fuss to do nothing at all
Such a rush to do nothing at all

Such a rush to get nowhere at all
Such a fuss to do nothing at all
Such a rush

And it's just like you said
It's just like you said
Such a rush to do nothing at all
Such a fuss to get nowhere at all
Such a rush, such a rush

And it's just like you said
It's just like you said

So slow down please
Just slow down
So slow down please
Just slow down

Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush
Such a rush"
Ode to Deodorant / Brothers + Sisters - Single;1998-01-16;1;Ode to Deodorant;No;"Here's an Ode, ah, to deodorant
It's my thing, ah it's my favourite hygiene
It keeps me through the day
Another ode, ah to deodorant
It's my thing, ah it's my favourite hygiene
It's the confidence I need

It's medicine for the soul
It's medicine for the mind
It picks me up and makes me whole
It makes me feel alright
Here's an Ode, an ode to aerosol
It's my thing
Ah, it's my favourite hygiene, it's the confidence I need

It's medicine for the soul
It's medicine for the mind
It picks me up and makes me whole
It makes me feel alright

It's okay, oh, would I ever let you down, no way
Oh, would I ever let you down, okay?
Oh, would I ever let you down, no way
Oh, would I ever let you down
I'll never let you, I'll never let you, I'll never let you down, no way
Would I ever let you let you down, no way
Would I ever let you let you down, no way
Would I ever let you let you down, no way
Would I ever let you let you down, no way"
Ode to Deodorant / Brothers + Sisters - Single;1998-01-16;2;Brothers + Sisters (Demo);No;"Brothers and sisters unite
It's the time of your lives
It's the time of your lives
Breakdown, breakdown
Gotta keep 'em all down
Gotta spread it around

Brothers and sisters unite
It's the time of your lives
It's the time of your lives
Breakdown, breakdown
Gotta keep moving around
Gotta keep 'em all down
And stay down
Sometimes I feel
Stay 'round
And sometimes I feel

And it's me they're looking for
And it's me, I will never survive
But we'll be around so long

Brothers and sisters unite
For the time of your lives
For the time of your lives
Breakdown, breakdown
They'll say move it around
Got to spread it around
And stay down

'Cause sometimes I feel
Stay 'round
And sometimes I feel

And it's me they're looking for
And it's me, I will never survive
And I'll be around some long"
B-Sides, Rarities and Demos;;1;Idiot;No;"So I was an idiot
I was a goddamn idiot
Because I came here so violent
Because I came around here so violent
I said yes I was an idiot
I was a goddamn idiot
Because I made you pay for it
Because I came round here to pay for it
And sing it
It's a wonderful life
Never felt so alive
Never felt so alive
It's a wonderful life
Never felt so alive
Never felt so alive
My love, my love, where have you been?
My love, my love, where did you go?
My love, my love, what have you seen?
My love, you're such an idiot
Like an idiot
I ran around like a chicken with its head cut off
Like an idiot
I ran around like a chicken with its head cut off
Like an idiot
I ran around like a chicken with its head cut off
Like an idiot
I run around like a chicken with my head cut off
I was an idiot
I felt my head go cold and my eyes lit up
I skipped like a throwing stone
I never felt like this when I wasn't home
I said I was an idiot
I was a stupid jealous idiot
I was a goddamn idiot
Sing it
It's a wonderful life
Never felt so alive
Never felt so alive
It's a wonderful life
Never felt so alive
Never felt so alive"
B-Sides, Rarities and Demos;;1;Sweet Marianne;No;"Come on Marianne
The sun sets in your eyes
I'm in love again
Come on once or twice
Wanna be your air?
Come on now, all I see
Wanna ride along
Follow all our dreams
Kaleidoscopes that fall into the sun
Gonna lay the blame on me, not anyone
Gonna write a song
Sing it to the sun
Don't tell anyone
Don't tell anyone
Oh, sweet Marianne
You're the only one I've ever loved
And I swear it on
Swear it on the moon and stars above
I wanna understand
And, I wanna be your man
I wanna be your man
Swear it on the moon and stars
I will full moon
Just a part of me
Gonna write a song and see how a woman feel
Come on get it on right into the sun
Gonna ride along and fly, gonna let it on
Oh, sweet Marianne
You're the only one I've ever loved
And I swear it on
Swear it on the moon and stars above
In my head, you're the only one I've ever loved
I wanna be your man
You're the only one I've ever loved
Oh, don't you love me
Oh, don't you love me
Don't you love me
Oh, don't you love me"
